LOWERBOUND;UPPERBOUND;SITENAME;SITEREF;RFID;ENDPOINTREF;ORDERING;DATEREF;BASENSOR;BAGTM;CH1;CH2;CO;EN;PR;TE;CQ;UV254;TU;UV;VIS;VISC;VISL;UVC;UVL;VISN;PR_MAX;PR_MIN;THP;HP;BP;TBP;V;SEC
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:00:00;;;.03;.03;490;;8;9;;;;;;;;;;;;;;;;;;
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:05:00;;;.03;.03;490;;8;9;;;;;;;;;;;;;;;;;;
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:10:00;;;.03;.03;490;;8;9;;;;;;;;;;;;;;;;;;
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:15:00;;;.03;.03;490;;8;9;;;;;;;;;;;;;;;;;;
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:20:00;;;.03;.03;490;;8;9;;;;;;;;;;;;;;;;;;
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:25:00;;;.03;.03;490;;8;9;;;;;;;;;;;;;;;;;;
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:30:00;;;.03;.03;485;;8;9.3;;;;;;;;;;;;;;;;;;
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:35:00;;;.03;.03;490;;8.05;9;;;;;;;;;;;;;;;;;;
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:40:00;;;.03;.03;485;;8.05;9.3;;;;;;;;;;;;;;;;;;
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:45:00;;;.03;.03;485;;8.05;9.3;;;;;;;;;;;;;;;;;;
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:50:00;;;.03;.03;485;;8.05;9.3;;;;;;;;;;;;;;;;;;
05/19/2021 10:21:58;06/08/2021 10:21:58;"Nice";"";"KP33776230443";"3011";"asc";03/01/2019 01:55:00;;;.02;.03;490;;8.05;9.3;;;;;;;;;;;;;;;;;;
