LOWERBOUND;UPPERBOUND;SITENAME;SITEREF;RFID;ENDPOINTREF;ORDERING;DATEREF;BASENSOR;BAGTM;CH1;CH2;CO;EN;PR;TE;CQ;UV254;TU;UV;VIS;VISC;VISL;UVC;UVL;VISN;PR_MAX;PR_MIN;THP;HP;BP;TBP;V;SEC
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:00:00;;;.05;.06;440;;7.95;18.9;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:05:00;;;.06;.06;440;;7.95;18.9;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:10:00;;;.06;.06;440;;7.95;18.9;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:15:00;;;.06;.06;440;;7.95;18.9;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:20:00;;;.05;.05;440;;7.95;18.9;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:25:00;;;.06;.06;440;;7.95;18.6;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:30:00;;;.05;.05;440;;7.95;18.9;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:35:00;;;.05;.05;440;;7.95;18.9;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:40:00;;;.05;.05;440;;7.95;19.2;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:45:00;;;.05;.05;440;;7.95;19.2;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:50:00;;;.04;.04;445;;7.95;19.5;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 02:55:00;;;.03;.03;445;;7.95;20.1;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 03:00:00;;;.04;.04;440;;7.95;19.8;;;;;;;;;;;;;;;;;;
05/01/2021 08:15:48;05/21/2021 08:15:48;"Nice";"";"KP33776230443";"3011";"asc";09/01/2020 03:05:00;;;.05;.05;440;;7.95;19.2;;;;;;;;;;;;;;;;;;
